StudentID,SchoolCode,SchoolName,PaymentDate,AmountReceived,PaymentMethod,LatePayment,CreditCardNumber,TransactionNo,BankName,PaymentType,Weekday,CheckNumber
1157,GP,Gabriel Pereira,2/15/2020,954,Cash,No,,24728289,,cas,Saturday,
1631,GP,Gabriel Pereira,2/15/2020,1075,Check,No,,6952223,Banco Do Brasil,che,Saturday,7685
891,GP,Gabriel Pereira,2/17/2020,1102,Check,No,,42925010,Banco Palmas,che,Monday,8816
978,GP,Gabriel Pereira,2/18/2020,1218,Check,No,,18984841,Novobanco,che,Tuesday,1667
1825,GP,Gabriel Pereira,2/19/2020,1248,Credit Card,No,3.02364E+15,37203350,Banco Palmas,cre,Wednesday,
1665,GP,Gabriel Pereira,2/21/2020,1454,Credit Card,No,9.36316E+15,93410406,Chase,cre,Friday,
926,GP,Gabriel Pereira,2/22/2020,1170,Check,No,,39243588,Banco Palmas,che,Saturday,4349
1668,GP,Gabriel Pereira,2/23/2020,1459,Cash,No,,65818981,,cas,Sunday,
1619,GP,Gabriel Pereira,2/25/2020,1113,Credit Card,No,1.63034E+15,9089931,Banco Atlantico Europa,cre,Tuesday,
1937,GP,Gabriel Pereira,2/25/2020,1357,Cash,No,,42937178,,cas,Tuesday,
166,GP,Gabriel Pereira,2/26/2020,1302,Cash,No,,93982807,,cas,Wednesday,
1169,GP,Gabriel Pereira,3/1/2020,944,Cash,Yes,,73279805,,cas,Sunday,
1838,GP,Gabriel Pereira,3/2/2020,918,Cash,No,,8306978,,cas,Monday,
1050,GP,Gabriel Pereira,3/3/2020,1255,Cash,No,,87071523,,cas,Tuesday,
1693,GP,Gabriel Pereira,3/3/2020,1234,Credit Card,No,1.76505E+15,42887344,Novobanco,cre,Tuesday,
1957,GP,Gabriel Pereira,3/3/2020,1457,Check,No,,87700623,Banco Cruzeiro do Sul,che,Tuesday,6124
295,GP,Gabriel Pereira,3/5/2020,1472,Check,No,,43937690,Banco Cruzeiro do Sul,che,Thursday,3867
189,GP,Gabriel Pereira,3/6/2020,927,Check,No,,38983640,Banco Do Brasil,che,Friday,9108
231,GP,Gabriel Pereira,3/6/2020,928,Cash,Yes,,93333468,,cas,Friday,
1544,GP,Gabriel Pereira,3/7/2020,1307,Credit Card,No,4.76254E+15,17299403,Novobanco,cre,Saturday,
958,GP,Gabriel Pereira,3/9/2020,1149,Check,No,,52959611,Caixa Geral de Depósitos,che,Monday,2348
1774,GP,Gabriel Pereira,3/9/2020,978,Credit Card,No,8.51367E+15,93768418,Banco Cruzeiro do Sul,cre,Monday,
862,GP,Gabriel Pereira,3/10/2020,1552,Check,No,,64250642,Millennium BCP,che,Tuesday,8535
1020,GP,Gabriel Pereira,3/10/2020,1011,Check,No,,36875092,Novobanco,che,Tuesday,4190
485,GP,Gabriel Pereira,3/12/2020,1096,Cash,No,,38395972,,cas,Thursday,
1731,GP,Gabriel Pereira,3/12/2020,1465,Credit Card,No,2.40655E+15,18985664,Banco Do Brasil,cre,Thursday,
379,GP,Gabriel Pereira,3/13/2020,1586,Credit Card,No,1.02762E+15,68765326,Millennium BCP,cre,Friday,
1526,GP,Gabriel Pereira,3/15/2020,914,Check,No,,37766183,Millennium BCP,che,Sunday,9656
315,GP,Gabriel Pereira,3/16/2020,1013,Check,No,,74973502,Millennium BCP,che,Monday,9764
1583,GP,Gabriel Pereira,3/16/2020,1351,Check,No,,37019453,Caixa Geral de Depósitos,che,Monday,2315
1967,GP,Gabriel Pereira,3/16/2020,1559,Credit Card,No,1.21805E+15,79412325,Banco Cruzeiro do Sul,cre,Monday,
738,GP,Gabriel Pereira,3/17/2020,1435,Check,No,,95894773,Banco Palmas,che,Tuesday,3217
1969,GP,Gabriel Pereira,3/17/2020,1031,Credit Card,No,2.02914E+15,29890888,Caixa Geral de Depósitos,cre,Tuesday,
785,GP,Gabriel Pereira,3/22/2020,1307,Check,No,,56876112,Banco Cruzeiro do Sul,che,Sunday,2831
848,GP,Gabriel Pereira,3/22/2020,1541,Cash,No,,61707158,,cas,Sunday,
415,GP,Gabriel Pereira,3/23/2020,1326,Check,No,,27567043,Caixa Geral de Depósitos,che,Monday,1361
1862,GP,Gabriel Pereira,3/24/2020,988,Cash,No,,96743338,,cas,Tuesday,
1128,GP,Gabriel Pereira,3/25/2020,1085,Cash,No,,77462591,,cas,Wednesday,
217,GP,Gabriel Pereira,3/26/2020,920,Cash,No,,11526218,,cas,Thursday,
390,GP,Gabriel Pereira,3/26/2020,1378,Check,No,,74654214,Millennium BCP,che,Thursday,7271
912,GP,Gabriel Pereira,3/28/2020,1023,Credit Card,No,1.14717E+15,69979907,Millennium BCP,cre,Saturday,
1844,GP,Gabriel Pereira,3/28/2020,1504,Credit Card,No,9.98398E+14,16303438,Banco Do Brasil,cre,Saturday,
1540,GP,Gabriel Pereira,3/29/2020,1479,Cash,No,,39981615,,cas,Sunday,
1683,GP,Gabriel Pereira,3/30/2020,1466,Cash,No,,2435094,,cas,Monday,
447,GP,Gabriel Pereira,3/31/2020,1487,Cash,No,,91919541,,cas,Tuesday,
118,GP,Gabriel Pereira,4/1/2020,1364,Credit Card,No,2.76774E+15,81537147,Banco Do Brasil,cre,Wednesday,
1224,GP,Gabriel Pereira,4/1/2020,1486,Cash,No,,41636560,,cas,Wednesday,
1293,GP,Gabriel Pereira,4/1/2020,1534,Check,No,,79572857,Banco Palmas,che,Wednesday,6710
1656,GP,Gabriel Pereira,4/1/2020,1540,Credit Card,No,2.36881E+15,13346018,Banco Cruzeiro do Sul,cre,Wednesday,
597,GP,Gabriel Pereira,4/3/2020,1262,Credit Card,Yes,2.65017E+15,24376545,Novobanco,cre,Friday,
1718,GP,Gabriel Pereira,4/4/2020,1209,Credit Card,Yes,5.9441E+15,47741313,Banco Palmas,cre,Saturday,
1382,GP,Gabriel Pereira,4/5/2020,1143,Check,No,,87797247,Chase,che,Sunday,7133
157,GP,Gabriel Pereira,4/6/2020,1600,Credit Card,No,1.66687E+14,80339740,Caixa Geral de Depósitos,cre,Monday,
1806,GP,Gabriel Pereira,4/7/2020,1017,Cash,Yes,,32888070,,cas,Tuesday,
1429,GP,Gabriel Pereira,4/8/2020,1024,Credit Card,No,2.08493E+15,60001440,Banco Atlantico Europa,cre,Wednesday,
433,GP,Gabriel Pereira,4/9/2020,1583,Credit Card,No,1.93933E+15,93891190,Banco Do Brasil,cre,Thursday,
902,GP,Gabriel Pereira,4/10/2020,1045,Cash,No,,31072011,,cas,Friday,
467,GP,Gabriel Pereira,4/11/2020,1304,Check,No,,80924287,Banco Palmas,che,Saturday,8669
1863,GP,Gabriel Pereira,4/12/2020,1579,Check,No,,55239170,Banco Do Brasil,che,Sunday,4836
1279,GP,Gabriel Pereira,4/13/2020,1454,Cash,No,,55939652,,cas,Monday,
1721,GP,Gabriel Pereira,4/13/2020,1593,Credit Card,No,8.65582E+15,34891800,Banco Do Brasil,cre,Monday,
417,GP,Gabriel Pereira,4/14/2020,1480,Credit Card,No,4.24375E+15,42222310,Banco Palmas,cre,Tuesday,
1409,GP,Gabriel Pereira,4/15/2020,1596,Credit Card,No,9.87606E+15,86186706,Novobanco,cre,Wednesday,
1787,GP,Gabriel Pereira,4/15/2020,948,Credit Card,No,8.33196E+15,71771703,Millennium BCP,cre,Wednesday,
1671,GP,Gabriel Pereira,4/16/2020,1523,Cash,No,,88119389,,cas,Thursday,
27,GP,Gabriel Pereira,4/17/2020,1133,Credit Card,Yes,3.65415E+15,40196556,Caixa Geral de Depósitos,cre,Friday,
176,GP,Gabriel Pereira,4/17/2020,1019,Credit Card,No,2.86693E+15,42257905,Millennium BCP,cre,Friday,
1134,GP,Gabriel Pereira,4/17/2020,1568,Cash,No,,75231123,,cas,Friday,
560,GP,Gabriel Pereira,4/18/2020,1364,Cash,No,,97152732,,cas,Saturday,
289,GP,Gabriel Pereira,4/20/2020,1491,Cash,No,,62137213,,cas,Monday,
789,GP,Gabriel Pereira,4/20/2020,1062,Check,No,,77422294,Novobanco,che,Monday,5215
615,GP,Gabriel Pereira,4/21/2020,1239,Cash,No,,8481001,,cas,Tuesday,
420,GP,Gabriel Pereira,4/22/2020,925,Cash,No,,37515093,,cas,Wednesday,
1398,GP,Gabriel Pereira,4/22/2020,1173,Cash,Yes,,72345653,,cas,Wednesday,
192,GP,Gabriel Pereira,4/26/2020,980,Check,No,,28569146,Banco Do Brasil,che,Sunday,1948
1434,GP,Gabriel Pereira,4/26/2020,1153,Cash,No,,12531379,,cas,Sunday,
370,GP,Gabriel Pereira,4/27/2020,1600,Check,No,,77332945,Novobanco,che,Monday,4004
1507,GP,Gabriel Pereira,4/29/2020,965,Cash,No,,1235036,,cas,Wednesday,
979,GP,Gabriel Pereira,4/30/2020,1330,Credit Card,No,4.02119E+15,29831522,Caixa Geral de Depósitos,cre,Thursday,
1877,GP,Gabriel Pereira,5/3/2020,1089,Check,No,,44484368,Novobanco,che,Sunday,9311
629,GP,Gabriel Pereira,5/4/2020,1073,Cash,No,,49551127,,cas,Monday,
1121,GP,Gabriel Pereira,5/4/2020,1575,Credit Card,No,9.29208E+15,3988636,Banco Palmas,cre,Monday,
59,GP,Gabriel Pereira,5/6/2020,1158,Cash,No,,68087603,,cas,Wednesday,
1593,GP,Gabriel Pereira,5/6/2020,905,Cash,No,,96568512,,cas,Wednesday,
47,GP,Gabriel Pereira,5/8/2020,1022,Check,No,,23374989,Banco Cruzeiro do Sul,che,Friday,2647
999,GP,Gabriel Pereira,5/8/2020,1166,Check,No,,3646871,Caixa Geral de Depósitos,che,Friday,3077
1435,GP,Gabriel Pereira,5/8/2020,1314,Credit Card,Yes,7.77322E+15,59991938,Banco Atlantico Europa,cre,Friday,
34,GP,Gabriel Pereira,5/11/2020,1353,Check,No,,86872774,Banco Do Brasil,che,Monday,5543
508,GP,Gabriel Pereira,5/11/2020,1291,Cash,Yes,,18242241,,cas,Monday,
708,GP,Gabriel Pereira,5/11/2020,1175,Credit Card,No,4.35354E+15,81579376,Banco Do Brasil,cre,Monday,
1679,GP,Gabriel Pereira,5/13/2020,1139,Credit Card,No,3.09308E+15,98724089,Chase,cre,Wednesday,
873,GP,Gabriel Pereira,5/14/2020,1070,Credit Card,No,4.4765E+15,4637660,Banco Cruzeiro do Sul,cre,Thursday,
1380,GP,Gabriel Pereira,5/14/2020,1054,Check,No,,64612096,Caixa Geral de Depósitos,che,Thursday,8349
1510,GP,Gabriel Pereira,5/15/2020,1391,Credit Card,No,8.31598E+15,83029158,Banco Palmas,cre,Friday,
1947,GP,Gabriel Pereira,5/15/2020,1205,Cash,No,,85866356,,cas,Friday,
323,GP,Gabriel Pereira,5/18/2020,964,Check,No,,63878294,Banco Palmas,che,Monday,7714
413,GP,Gabriel Pereira,5/18/2020,1261,Cash,No,,64015577,,cas,Monday,
1652,GP,Gabriel Pereira,5/18/2020,916,Cash,No,,91792651,,cas,Monday,
1402,GP,Gabriel Pereira,5/19/2020,1504,Check,Yes,,9378146,Millennium BCP,che,Tuesday,5992
1261,GP,Gabriel Pereira,5/20/2020,1546,Credit Card,No,2.43838E+15,7686276,Banco Do Brasil,cre,Wednesday,
1858,GP,Gabriel Pereira,5/21/2020,1131,Cash,Yes,,40047486,,cas,Thursday,
896,GP,Gabriel Pereira,5/23/2020,1296,Check,No,,8470681,Millennium BCP,che,Saturday,4278
136,GP,Gabriel Pereira,5/24/2020,1154,Credit Card,No,3.7455E+15,68414593,Banco Do Brasil,cre,Sunday,
180,GP,Gabriel Pereira,5/24/2020,1199,Cash,No,,81260422,,cas,Sunday,
302,GP,Gabriel Pereira,5/28/2020,1270,Check,No,,28434795,Banco Palmas,che,Thursday,4013
583,GP,Gabriel Pereira,5/28/2020,965,Check,No,,82606888,Banco Atlantico Europa,che,Thursday,2047
1725,GP,Gabriel Pereira,5/28/2020,1210,Credit Card,No,2.99127E+15,10616691,Millennium BCP,cre,Thursday,
1948,GP,Gabriel Pereira,5/29/2020,1203,Credit Card,No,2.88252E+14,94699842,Chase,cre,Friday,
1158,GP,Gabriel Pereira,6/2/2020,1186,Credit Card,Yes,7.88225E+15,71058011,Banco Palmas,cre,Tuesday,
514,GP,Gabriel Pereira,6/3/2020,916,Check,No,,9700268,Banco Atlantico Europa,che,Wednesday,7435
1674,GP,Gabriel Pereira,6/5/2020,1174,Check,Yes,,4903729,Banco Palmas,che,Friday,5847
1700,GP,Gabriel Pereira,6/7/2020,957,Check,No,,85762648,Caixa Geral de Depósitos,che,Sunday,7738
356,GP,Gabriel Pereira,6/9/2020,989,Credit Card,No,2.25E+15,61681472,Caixa Geral de Depósitos,cre,Tuesday,
957,GP,Gabriel Pereira,6/9/2020,1206,Credit Card,No,9.71507E+15,37769366,Banco Do Brasil,cre,Tuesday,
1077,GP,Gabriel Pereira,6/9/2020,1152,Check,No,,78713752,Banco Do Brasil,che,Tuesday,3140
211,GP,Gabriel Pereira,6/10/2020,1528,Credit Card,No,5.25003E+15,54522675,Chase,cre,Wednesday,
1885,GP,Gabriel Pereira,6/10/2020,993,Check,No,,5108194,Banco Cruzeiro do Sul,che,Wednesday,3111
554,GP,Gabriel Pereira,6/11/2020,1079,Check,No,,57150997,Novobanco,che,Thursday,9372
1162,GP,Gabriel Pereira,6/11/2020,946,Credit Card,No,8.96322E+15,68064860,Novobanco,cre,Thursday,
1198,GP,Gabriel Pereira,6/11/2020,1533,Cash,No,,52692559,,cas,Thursday,
466,GP,Gabriel Pereira,6/12/2020,1140,Cash,No,,99004896,,cas,Friday,
58,GP,Gabriel Pereira,6/13/2020,1228,Check,No,,25674680,Banco Atlantico Europa,che,Saturday,2442
393,GP,Gabriel Pereira,6/13/2020,1598,Cash,No,,15851743,,cas,Saturday,
1836,GP,Gabriel Pereira,6/15/2020,1309,Check,No,,26728007,Chase,che,Monday,8999
491,GP,Gabriel Pereira,6/16/2020,1041,Credit Card,No,7.60375E+15,86326667,Banco Palmas,cre,Tuesday,
757,GP,Gabriel Pereira,6/16/2020,1244,Check,No,,25427820,Banco Atlantico Europa,che,Tuesday,8478
1303,GP,Gabriel Pereira,6/16/2020,1448,Check,No,,64051038,Millennium BCP,che,Tuesday,3217
1536,GP,Gabriel Pereira,6/16/2020,1081,Cash,No,,65591476,,cas,Tuesday,
1586,GP,Gabriel Pereira,6/17/2020,1151,Credit Card,No,7.18592E+15,11429430,Millennium BCP,cre,Wednesday,
1757,GP,Gabriel Pereira,6/19/2020,1320,Check,No,,20949076,Banco Do Brasil,che,Friday,5889
1432,GP,Gabriel Pereira,6/20/2020,1137,Credit Card,No,7.66919E+15,82017530,Banco Atlantico Europa,cre,Saturday,
1848,GP,Gabriel Pereira,6/20/2020,971,Cash,No,,8123927,,cas,Saturday,
1065,GP,Gabriel Pereira,6/21/2020,1585,Cash,No,,59655942,,cas,Sunday,
13,GP,Gabriel Pereira,6/23/2020,921,Check,No,,93010310,Banco Palmas,che,Tuesday,2160
1661,GP,Gabriel Pereira,6/24/2020,1298,Credit Card,No,7.67138E+15,61266783,Millennium BCP,cre,Wednesday,
395,GP,Gabriel Pereira,6/25/2020,957,Cash,No,,6138782,,cas,Thursday,
1754,GP,Gabriel Pereira,6/25/2020,1110,Check,No,,49828385,Banco Atlantico Europa,che,Thursday,5458
373,GP,Gabriel Pereira,6/28/2020,1113,Check,No,,69583219,Banco Atlantico Europa,che,Sunday,2873
96,GP,Gabriel Pereira,6/30/2020,1397,Credit Card,No,2.21419E+15,29270653,Banco Atlantico Europa,cre,Tuesday,
1953,GP,Gabriel Pereira,7/1/2020,1335,Credit Card,No,2.77005E+15,73228570,Banco Cruzeiro do Sul,cre,Wednesday,
1091,GP,Gabriel Pereira,7/2/2020,1227,Cash,No,,20340301,,cas,Thursday,
1319,GP,Gabriel Pereira,7/2/2020,1085,Credit Card,No,4.12094E+15,55132761,Banco Atlantico Europa,cre,Thursday,
1931,GP,Gabriel Pereira,7/4/2020,1408,Credit Card,No,7.49058E+15,8035862,Banco Cruzeiro do Sul,cre,Saturday,
312,GP,Gabriel Pereira,7/5/2020,1193,Cash,No,,77406493,,cas,Sunday,
1207,GP,Gabriel Pereira,7/5/2020,1030,Check,No,,95332227,Banco Do Brasil,che,Sunday,4114
982,GP,Gabriel Pereira,7/6/2020,1039,Cash,No,,69443916,,cas,Monday,
1363,GP,Gabriel Pereira,7/6/2020,1160,Credit Card,No,1.90384E+15,22271117,Banco Palmas,cre,Monday,
422,GP,Gabriel Pereira,7/7/2020,1259,Cash,No,,81376742,,cas,Tuesday,
770,GP,Gabriel Pereira,7/8/2020,1369,Check,No,,89701550,Chase,che,Wednesday,2656
1788,GP,Gabriel Pereira,7/8/2020,1320,Check,No,,9412460,Banco Palmas,che,Wednesday,2527
1132,GP,Gabriel Pereira,7/9/2020,1502,Check,No,,80785254,Chase,che,Thursday,6075
1172,GP,Gabriel Pereira,7/9/2020,1149,Cash,No,,52056100,,cas,Thursday,
301,GP,Gabriel Pereira,7/12/2020,1303,Check,No,,71875003,Novobanco,che,Sunday,2650
175,GP,Gabriel Pereira,7/13/2020,1260,Cash,No,,49912513,,cas,Monday,
1673,GP,Gabriel Pereira,7/13/2020,1093,Check,No,,16336131,Banco Atlantico Europa,che,Monday,9632
471,GP,Gabriel Pereira,7/16/2020,995,Credit Card,No,2.28499E+15,15041659,Caixa Geral de Depósitos,cre,Thursday,
1708,GP,Gabriel Pereira,7/19/2020,1104,Cash,Yes,,57330990,,cas,Sunday,
188,GP,Gabriel Pereira,7/20/2020,1339,Cash,No,,34138999,,cas,Monday,
654,GP,Gabriel Pereira,7/22/2020,1307,Credit Card,No,5.62531E+15,37953816,Banco Cruzeiro do Sul,cre,Wednesday,
712,GP,Gabriel Pereira,7/26/2020,1030,Cash,No,,34155999,,cas,Sunday,
1384,GP,Gabriel Pereira,7/26/2020,997,Cash,No,,2578464,,cas,Sunday,
947,GP,Gabriel Pereira,7/27/2020,1424,Check,No,,71553482,Millennium BCP,che,Monday,2659
1424,GP,Gabriel Pereira,7/27/2020,1127,Check,No,,48187540,Banco Do Brasil,che,Monday,7555
1372,GP,Gabriel Pereira,7/29/2020,1110,Check,No,,99507088,Novobanco,che,Wednesday,5937
568,GP,Gabriel Pereira,7/30/2020,1238,Credit Card,Yes,6.20918E+15,50505739,Banco Atlantico Europa,cre,Thursday,
1605,GP,Gabriel Pereira,7/30/2020,1493,Check,No,,33261705,Millennium BCP,che,Thursday,6453
104,GP,Gabriel Pereira,8/1/2020,969,Cash,No,,19520585,,cas,Saturday,
685,GP,Gabriel Pereira,8/2/2020,1412,Check,No,,86812259,Banco Palmas,che,Sunday,8528
550,GP,Gabriel Pereira,8/3/2020,1082,Credit Card,No,8.37082E+15,53310600,Banco Palmas,cre,Monday,
1617,GP,Gabriel Pereira,8/3/2020,1403,Credit Card,No,1.49679E+15,3172665,Chase,cre,Monday,
1186,GP,Gabriel Pereira,8/5/2020,1030,Check,No,,35302816,Banco Palmas,che,Wednesday,1770
1243,GP,Gabriel Pereira,8/6/2020,1555,Check,No,,72725812,Chase,che,Thursday,6188
1864,GP,Gabriel Pereira,8/7/2020,1149,Credit Card,No,4.99927E+14,17394624,Banco Atlantico Europa,cre,Friday,
617,GP,Gabriel Pereira,8/8/2020,986,Credit Card,No,2.68593E+15,41022526,Banco Atlantico Europa,cre,Saturday,
1196,GP,Gabriel Pereira,8/8/2020,1145,Cash,No,,74669861,,cas,Saturday,
1869,GP,Gabriel Pereira,8/8/2020,1397,Credit Card,No,3.93427E+15,5092600,Millennium BCP,cre,Saturday,
1151,GP,Gabriel Pereira,8/15/2020,931,Cash,No,,62571976,,cas,Saturday,
1851,GP,Gabriel Pereira,8/21/2020,942,Credit Card,No,1.80267E+15,10471891,Caixa Geral de Depósitos,cre,Friday,
195,GP,Gabriel Pereira,8/23/2020,1061,Cash,No,,91380003,,cas,Sunday,
1019,GP,Gabriel Pereira,8/23/2020,1524,Cash,No,,1491189,,cas,Sunday,
1200,GP,Gabriel Pereira,8/23/2020,1502,Credit Card,No,6.14049E+15,7963731,Millennium BCP,cre,Sunday,
1908,GP,Gabriel Pereira,8/23/2020,1252,Check,No,,2006174,Caixa Geral de Depósitos,che,Sunday,4187
892,GP,Gabriel Pereira,8/25/2020,1045,Cash,No,,68065625,,cas,Tuesday,
378,GP,Gabriel Pereira,8/26/2020,1462,Credit Card,Yes,8.51404E+15,27238656,Chase,cre,Wednesday,
500,GP,Gabriel Pereira,8/26/2020,1593,Check,No,,88649767,Banco Atlantico Europa,che,Wednesday,7830
502,GP,Gabriel Pereira,8/30/2020,1212,Cash,No,,70229604,,cas,Sunday,
1675,GP,Gabriel Pereira,8/30/2020,1428,Cash,No,,56399812,,cas,Sunday,
756,GP,Gabriel Pereira,9/1/2020,1477,Cash,No,,5150267,,cas,Tuesday,
1662,GP,Gabriel Pereira,9/1/2020,1272,Cash,No,,13887402,,cas,Tuesday,
642,GP,Gabriel Pereira,9/3/2020,1081,Check,No,,86646491,Caixa Geral de Depósitos,che,Thursday,2700
1600,GP,Gabriel Pereira,9/5/2020,951,Check,No,,1154617,Banco Palmas,che,Saturday,9693
819,GP,Gabriel Pereira,9/6/2020,1577,Credit Card,No,6.03202E+14,53967379,Banco Cruzeiro do Sul,cre,Sunday,
1037,GP,Gabriel Pereira,9/7/2020,1440,Credit Card,No,4.14915E+15,5344077,Banco Atlantico Europa,cre,Monday,
579,GP,Gabriel Pereira,9/10/2020,1337,Check,No,,1572018,Banco Palmas,che,Thursday,8107
929,GP,Gabriel Pereira,9/10/2020,1463,Cash,Yes,,34778948,,cas,Thursday,
689,GP,Gabriel Pereira,9/12/2020,1036,Check,No,,33477433,Chase,che,Saturday,8111
285,GP,Gabriel Pereira,9/13/2020,1294,Credit Card,No,3.88629E+15,72980686,Banco Palmas,cre,Sunday,
17,GP,Gabriel Pereira,9/15/2020,902,Cash,No,,74687234,,cas,Tuesday,
529,GP,Gabriel Pereira,9/15/2020,1570,Credit Card,No,3.47355E+15,86559630,Banco Do Brasil,cre,Tuesday,
991,GP,Gabriel Pereira,9/17/2020,1383,Check,No,,35055738,Banco Palmas,che,Thursday,9079
1086,GP,Gabriel Pereira,9/17/2020,1245,Credit Card,No,2.74812E+15,50952294,Novobanco,cre,Thursday,
1628,GP,Gabriel Pereira,9/17/2020,1203,Credit Card,No,3.85805E+15,93912956,Banco Palmas,cre,Thursday,
52,GP,Gabriel Pereira,9/18/2020,1361,Cash,No,,96499091,,cas,Friday,
1052,GP,Gabriel Pereira,9/18/2020,979,Check,Yes,,77987682,Novobanco,che,Friday,9287
1199,GP,Gabriel Pereira,9/19/2020,1306,Cash,No,,21307423,,cas,Saturday,
7,GP,Gabriel Pereira,9/20/2020,1510,Cash,No,,80184514,,cas,Sunday,
771,GP,Gabriel Pereira,9/21/2020,1424,Check,Yes,,46602416,Caixa Geral de Depósitos,che,Monday,4139
1164,GP,Gabriel Pereira,9/22/2020,1545,Cash,No,,28055077,,cas,Tuesday,
1480,GP,Gabriel Pereira,9/22/2020,1261,Cash,No,,22444189,,cas,Tuesday,
